ID;track_name;track_musical_genre;track_type;duration_ms;feature;track_videoclip;videoclip_views;spotify_streams;spotify_global_peak;album;track_number;album_musical_genre;album_type;release_date;album_physical_sales;track_lyrics;track_theme;uri;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence
380;I Wish You Would;Pop Rock;B-Side;207440;No;No;0;151.139.886;0;1989;7;Pop;Original Studio;27/10/2014;8.158.000;"It's 2 AM in your car Windows down, you pass my street, the memories start You say,""It's in the past,"" you drive straight ahead You're thinkin' that I hate you now 'Cause you still don't know what I never said [Chorus] I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'll never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would [Verse 2] It's 2 AM in my room Headlights pass the window pane, I think of you We're a crooked love in a straight line down Makes you want to run and hide Then it makes you turn right back around [Chorus] I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'll never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would I wish we could go back And remember what we were fightin' for and I Wish you knew that I miss you too much to be mad anymore and I Wish you were right here, right now, it's all good I wish you would [Post-Chorus] I, I-I-I, I, I, I wish, I wish, I I, I-I-I, I, I, I wish, I wish, I I, I-I-I, I, I, I wish, I wish, I [Bridge] You always knew how to push my buttons (I, I-I-I, I, I, I wish, I wish, I) You give me everything and nothin' (I, I-I-I, I, I, I wish, I wish, I) This mad, mad love makes you come runnin' (I, I-I-I, I, I, I wish, I wish, I) To stand back where you stood (I, I-I-I, I, I, I wish, I wish, I) I wish you would, I wish you would (I wish you would, I wish you would) I wish you would, I wish you would (I, I-I-I, I, I, I wish, I wish, I) (I wish you would, I wish you would) (I, I-I-I, I, I, I wish, I wish, I) [Verse 3] 2 AM, here we are See your face, hear my voice in the dark We're a crooked love in a straight line down Makes you wanna run and hide But it made us turn right back around [Chorus] I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'll never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'll never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would I wish we could go back And remember what we were fightin' for and I Wish you knew that I miss you too much to be mad anymore and I Wish you were right here, right now, it's all good I wish you would [Outro] You always knew how to push my buttons (I, I-I-I, I, I, I wish, I wish, I) You give me everything and nothin' (I, I-I-I, I, I, I wish, I wish, I) This mad, mad love makes you come runnin' (I, I-I-I, I, I, I wish, I wish, I) To stand back where you stood (I, I-I-I, I, I, I wish, I wish, I) I wish you would, I wish you would (I wish you would, I wish you would) (I, I-I-I, I, I, I wish, I wish, I) I wish you would, I wish you would (I wish you would, I wish you would, I wish you would, I wish you would) (I, I-I-I, I, I, I wish, I wish, I) I, I-I-I, I, I, I wish, I wish, I I, I-I-I, I, I, I wish, I wish, I I wish you would";Complicated love/Losing love;spotify:track:3wmN11qXGL0HyPojvEE1D9;0.016;0.648;0.898;9.91e-05;0.109;-5.963;0.0513;118.02;0.502
381;Bad Blood;Electropop;Single;211933;No;No;0;587.682.030;118;1989;8;Pop;Original Studio;27/10/2014;8.158.000;'Cause, baby, now we got bad blood You know it used to be mad love So take a look what you've done 'Cause, baby, now we got bad blood, hey Now we got problems And I don't think we can solve them You made a really deep cut And, baby, now we got bad blood, hey [Verse 1] Did you have to do this? I was thinking that you could be trusted Did you have to ruin What was shiny? Now it's all rusted Did you have to hit me Where I'm weak? Baby, I couldn't breathe And rub it in so deep Salt in the wound like you're laughin' right at me [Pre-Chorus] Oh, it's so sad to Think about the good times You and I [Chorus] 'Cause, baby, now we got bad blood You know it used to be mad lov? So take a look what you've done 'Caus?, baby, now we got bad blood, hey Now we got problems And I don't think we can solve them You made a really deep cut And, baby, now we got bad blood, hey [Verse 2] Did you think we'd be fine? Still got scars on my back from your knife So don't think it's in the past These kinda wounds, they last and they last Now, did you think it all through? All these things will catch up to you And time can heal, but this won't So if you're comin' my way, just don't [Pre-Chorus] Oh, it's so sad to Think about the good times You and I [Chorus] 'Cause, baby, now we got bad blood You know it used to be mad love So take a look what you've done 'Cause, baby, now we got bad blood, hey Now we got problems And I don't think we can solve them You made a really deep cut And, baby, now we got bad blood, hey [Bridge] Band-aids don't fix bullet holes You say sorry just for show If you live like that, you live with ghosts (Ghosts) Band-aids don't fix bullet holes (Hey) You say sorry just for show (Hey) If you live like that, you live with ghosts (Hey), mmm If you love like that, blood runs cold [Chorus] 'Cause, baby, now we got bad blood You know it used to be mad love (Mad love) So take a look what you've done 'Cause, baby, now we got bad blood, hey (Bad blood) Now we got problems And I don't think we can solve them (Think we can solve them) You made a really deep cut And, baby, now we got bad blood, hey ('Cause now we got bad blood) 'Cause, baby, now we got bad blood You know it used to be mad love So take a look what you've done (Look what you've done) 'Cause, baby, now we got bad blood, hey (Ooh, woah, no) Now we got problems And I don't think we can solve them You made a really deep cut And, baby, now we got bad blood, hey;Betrayal/Anger;spotify:track:273dCMFseLcVsoSWx59IoE;0.0871;0.65;0.802;6.54e-06;0.148;-6.114;0.181;170.146;0.295
382;Wildest Dreams;Synth Pop;Single;220440;No;Yes;923.981.958;941.509.249;120;1989;9;Pop;Original Studio;27/10/2014;8.158.000;"He said,""Let's get out of this town Drive out of the city, away from the crowds"" I thought,""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down [Pre-Chorus] He's so tall and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is [Chorus] Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha [Verse 2] I said,""No one has to know what w? do"" His hands are in my hair, his clothes are in my room And his voic? is a familiar sound Nothin' lasts forever But this is gettin' good now [Pre-Chorus] He's so tall and handsome as hell He's so bad, but he does it so well And when we've had our very last kiss My last request it is [Chorus] Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha (Ha, ha) Wildest dreams, ah, ha [Bridge] You'll see me in hindsight Tangled up with you all night Burnin' it down Someday, when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burnin' (Burnin') it (It) down (Down) Someday, when you leave me I bet these memories Follow (Follow) you (You) around (Around) (Follow you around) [Chorus] Say you'll remember me Standing in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your (Just pretend, just pretend) Wildest dreams, ah, ha (Ah-ah) In your wildest dreams, ah, ha Even if it's just in your In your wildest dreams, ah, ha In your wildest dreams, ah, ha";Complicated love/Losing love;spotify:track:59HjlYCeBsxdI0fcm3zglw;0.0702;0.554;0.666;0.00593;0.106;-7.414;0.0747;140.056;0.472
383;How You Get The Girl;Synth Pop;B-Side;247533;No;No;0;168.171.382;0;1989;10;Pop;Original Studio;27/10/2014;8.158.000;"Oh, oh, oh Oh, oh, oh Oh, oh Oh, oh [Verse 1] Stand there like a ghost, shakin' from the rain, rain She'll open up the door and say,""Are you insane-ane?"" Say,""It's been a long six months"" And you were too afraid to tell her what you want, want [Pre-Chorus] And that's how it works That's how you get the girl And then you say [Chorus] I want you for worse or for better I would wait forever and ever Broke your heart, I'll put it back together I would wait forever and ever And that's how it works That's how you get the girl, girl, oh And that's how it works That's how you get the girl, girl [Verse 2] Remind her how it used to be, be, yeah, y?ah Of pictures in frames, of kisses on cheeks, cheeks T?ll her how you must have lost your mind, ooh When you left her all alone and never told her why, why [Pre-Chorus] And that's how it works That's how you lost the girl And now you say [Chorus] I want you for worse or for better I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together (Put it back together) I would wait forever and ever (Ever and ever) And that's how it works That's how you get the girl, girl, oh And that's how it works That's how you get the girl, girl, yeah, yeah [Bridge] And you know That I don't want you to go [Break] Remind me how it used to be Pictures in frames of kisses on cheeks And say you want me, yeah, yeah, 'cause And then you say [Chorus] I want you for worse or for better (Worse or for better) I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together I want you forever and ever (I want you forever and ever) And that's how it works That's how you get the girl, girl ('Cause it's how it works) And that's how it works That's how you get the girl, girl (Get the girl, that's how it works) And that's how it works (Oh) That's how you get the girl, girl (Oh) And that's how it works That's how you get the girl, girl [Outro] And that's how it works That's how you got the girl";Complicated love/Losing love;spotify:track:4dYUOfmWna6DFccnz732n8;0.00461;0.764;0.66;0.00477;0.0915;-6.136;0.0494;119.988;0.524
384;This Love;Synth Pop;B-Side;250093;No;No;0;107.233.550;0;1989;11;Pop;Original Studio;27/10/2014;8.158.000;Clear blue water High tide came and brought you in And I could go on and on, on and on, and I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone [Pre-Chorus] In silent screams, in wildest dreams I never dreamed of this [Chorus] This love is good, this love is bad This love is alive back from the dead, oh These hands had to let it go free and This love came back to me, oh Oh, oh [Verse 2] Tossing, turning Struggled through the night with someone new Baby, I could go on and on, on and on Lantern, burning Flickered in my mind for only you But you were still gone, gone, gone [Pre-Chorus] In losin' grip, on sinking ships You showed up just in time [Chorus] This love is good, this love is bad This love is alive back from the dead, oh These hands had to let it go free and This love came back to me, oh This love left a permanent mark This love is glowing in the dark, oh These hands had to let it go free and This love came back to me, oh [Post-Chorus] (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love) [Bridge] Your kiss, my cheek, I watched you leave Your smile, my ghost, I fell to my knees When you're young, you just run But you come back to what you need [Chorus] This love is good, this love is bad This love is alive back from the dead, oh These hands had to let it go free and This love came back to me, oh (This love) This love left a permanent mark (This love) This love is glowing in the dark, oh (This love) These hands had to let it go free and (This love) This love came back to me, oh [Post-Chorus] (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love) (This love) This love came back to me, oh;Complicated love/Looking for love;spotify:track:3oKMl2tJv4fdidkXUYMI5x;0.635;0.475;0.459;0.0;0.101;-8.768;0.0333;143.988;0.0828
385;I Know Places;Synth Pop;B-Side;195706;No;No;0;133.109.196;0;1989;12;Pop;Original Studio;27/10/2014;8.158.000;I-I-I-I, I-I-I-I I-I-I-I, I-I-I-I I-I-I-I, I-I-I-I, I-I (I, I) [Verse 1] You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Somethin' happens when everybody finds out See the vultures circlin', dark clouds Love's a fragile little flame, it could burn out It could burn out [Pre-Chorus] 'Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run [Chorus] Baby, I know places we won't be found And they'll be chasing their tails tryin' to track us down 'Cause I, I know places we can hide I know places, I know places [Verse 2] Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time [Pre-Chorus] Just grab my hand and don't ever drop it, my love They are the hunters, we are the foxes and we run [Chorus] Baby (Baby), I know places we won't be found And they'll (They'll) be (Be) chasing their tails tryin' to track us down 'Cause I, I know places we can hide I know places [Bridge] They are the hunters, we are the foxes and we run Just grab my hand and don't ever drop it, my love [Chorus] Baby (Baby), I know places we won't be found And they'll (They'll) be (Be) chasing their tails tryin' to track us down 'Cause I, I know places we can hide I know places [Post-Chorus] (I) They take their shots, but we're bulletproof (I know places) (Hide) And you know, for me, it's always you (I know places) (I) In the dead of night, your eyes so green (I know places) (Hide) And I know, for you, it's always me (I know places) [Outro] I-I-I-I, I-I-I-I I-I-I-I, I-I-I-I (I, I);Complicated love/Looking for love;spotify:track:3jBMHD19RZdAqG9iFQh7xc;0.231;0.596;0.763;0.0;0.2;-4.99;0.0661;159.958;0.507
386;Clean;Synth Pop;B-Side;271000;No;No;0;193.699.978;0;1989;13;Pop;Original Studio;27/10/2014;8.158.000;The drought was the very worst, ah-ah, ah-ah When the flowers that we'd grown together died of thirst It was months and months of back and forth, ah-ah, ah-ah You're still all over me like a wine-stained dress I can't wear anymore [Pre-Chorus] Hung my head as I lost the war And the sky turned black like a perfect storm [Chorus] The rain came pouring down When I was drownin', that's when I could finally breathe And by mornin', gone was any trace of you I think I am finally clean [Verse 2] There was nothin' left to do, ah-ah, ah-ah When the butterflies turn?d to dust that covered my whole room So I punch?d a hole in the roof, ah-ah, ah-ah Let the flood carry away all my pictures of you [Pre-Chorus] The water filled my lungs I screamed so loud, but no one heard a thing [Chorus] The rain came pourin' down When I was drownin', that's when I could finally breathe And by mornin', gone was any trace of you I think I am finally clean [Post-Chorus] I think I am finally clean Ah-ah-ah-ah-ah Said I think I am finally clean Ah-ah-ah [Bridge] Ten months sober, I must admit Just because you're clean, don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it [Break] The drought was the very worst, ah-ah, ah-ah When the flowers that we'd grown together died of thirst [Chorus] The rain came pourin' down When I was drownin', that's when I could finally breathe And by mornin', gone was any trace of you I think I am finally clean The rain came pourin' down When I was drownin', that's when I could finally breathe And by mornin', gone was any trace of you I think I am finally clean [Outro] Finally clean Think I'm finally clean Ah-ah-ah-ah Think I'm finally clean;Overcoming;spotify:track:06WgOCf0LV2h4keYXDRnuh;0.241;0.81;0.379;0.0;0.113;-7.771;0.0349;103.981;0.22
387;State Of Grace;Pop Rock;B-Side;295186;No;No;0;60.819.145;0;Red (Deluxe Edition);1;Pop;Compilation/Deluxe;22/10/2012;650.000;I'm walkin' fast through the traffic lights Busy streets and busy lives And all we know is touch and go We are alone with our changing minds We fall in love 'til it hurts or bleeds Or fades in time [Chorus] And I never (Never) Saw you comin' And I'll never (Never) Be the same [Verse 2] You come around and the armor falls Pierce the room like a cannonball Now all we know is don't let go We are alone, just you and me Up in your room and our slates are clean Just twin fire signs, four blue eyes [Pre-Chorus] So you were never a saint and I loved in shades of wrong We learn to live with the pain, mosaic broken hearts But this love is brave and wild [Chorus] And I never (Never) Saw you comin' And I'll never (Never) Be the same [Bridge] This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right These are the hands of fate You're my Achilles heel This is the golden age Of something good and right and real [Chorus] And I never (Never) Saw you comin' And I'll never Be the same, oh And I never (Never) Saw you comin' And I'll never (Never) (So you were never a saint and I loved in shades of wrong) Be the same (We learn to live with the pain, mosaic broken hearts) (But this love is brave and wild) [Outro] This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right;New love;spotify:track:5zyCYmiaVE5y26EZuwZbsw;0.000197;0.588;0.825;0.00138;0.0885;-5.882;0.0328;129.968;0.397
388;Red;Pop Rock ;Single;220826;No;No;0;251.775.054;34;Red (Deluxe Edition);2;Pop;Compilation/Deluxe;22/10/2012;650.000;Loving him is like driving a new Maserati down a dead-end street Faster than the wind, passionate as sin, ending so suddenly Loving him is like trying to change your mind once you're already flying through the free fall Like the colors in autumn, so bright just before they lose it all [Chorus] Losing him was blue like I'd never known Missing him was dark gray, all alone (Woah) Forgetting him was like tryin' to know somebody you never met But loving him was red (Red, red) (Red, red) But loving him was red (Red, red) (Red, red) [Verse 2] Touching him was like realizing all you ever wanted was right there in front of you Memorizing him was as easy as knowing all the words to your old favorite song Fighting with him was like trying to solve a crossword and realizing there's no right answer Regretting him was like wishing you never found out that love could be that strong [Chorus] Losing him was blue like I'd never known Missing him was dark gray, all alone (Woah) Forgetting him was like tryin' to know somebody you never met But loving him was red (Red, red) Oh, red (Red, red) Burning red (Red, red) (Red, red) [Bridge] Remembering him comes in flashbacks and echoes Tell myself it's time now, gotta let go But moving on from him is impossible when I still see it all in my head In burning red Burning, it was red [Chorus] Oh, losing him was blue like I'd never known Missing him was dark gray, all alone (Woah) Forgetting him was like tryin' to know somebody you never met 'Cause loving him was red (Red, red) Yeah, yeah, red (Red, red) Oh, burning red (Red, red) (Red, red) [Post-Chorus] And that's why he's spinning 'round in my head (Red, red) Comes back to me, burning red (Red, red) (Red, red) Yeah, yeah (Red, red) [Outro] His love was like driving a new Maserati down a dead-end street;Complicated love/Looking for love;spotify:track:1RvQQGwaPipiNgz8RXAKA8;0.0773;0.602;0.896;8.87e-05;0.091;-4.267;0.0437;124.978;0.641
389;Treacherous;Pop Rock ;B-Side;240773;No;No;0;54.965.296;38;Red (Deluxe Edition);3;Pop;Compilation/Deluxe;22/10/2012;650.000;Put your lips close to mine As long as they don't touch Out of focus, eye to eye 'Til the gravity's too much And I'll do anything you say If you say it with your hands And I'd be smart to walk away But you're quicksand [Chorus] This slope is treacherous This path is reckless This slope is treacherous And I-I-I like it [Verse 2] I can't decide if it's a choice Getting swept away I hear the sound of my own voice Asking you to stay All we are is skin and bone Trained to get along Forever going with the flow But you're friction [Chorus] This slope is treacherous This path is reckless This slope is treacherous I-I-I like it [Bridge] Two headlights shine through the sleepless night And I will get you a, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I would follow you, follow you home I'll follow you, follow you home [Chorus] This hope is treacherous This daydream is dangerous This hope is treacherous I-I-I, I-I-I, I-I-I - [Bridge] Two headlights shine through the sleepless night And I will get you a, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I will follow you, follow you home I'll follow you, follow you home I'll follow you, follow you home I'll follow you, follow you home [Outro] This slope is treacherous I-I-I like it;New love;spotify:track:0XfOV7qY3834QpFVwOb6CC;0.101;0.705;0.621;4.3e-06;0.147;-8.086;0.0334;109.993;0.395
390;I Knew You Were Trouble.;Electropop;Single;217973;No;No;0;815.642.450;22;Red (Deluxe Edition);4;Pop;Compilation/Deluxe;22/10/2012;650.000;Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me You found me-e-e-e-e I guess you didn't care and I guess I liked that And when I fell hard, you took a step back Without me, without me Without me-e-e-e-e [Pre-Chorus] And he's long gone when he's next to me And I realize the blame is on me [Chorus] 'Cause I knew you were troubl? when you walked in So shame on m? now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Now I'm lying on the cold hard ground Oh, oh Trouble, trouble, trouble Oh, oh Trouble, trouble, trouble [Verse 2] No apologies, he'll never see you cry Pretends he doesn't know that he's the reason why You're drowning, you're drowning You're drowning-ing-ing-ing-ing And I heard you moved on from whispers on the street A new notch in your belt is all I'll ever be And now I see, now I see Now I see-e-e-e-e [Pre-Chorus] He was long gone when he met me And I realize the joke is on me, hey [Chorus] I knew you were trouble when you walked in (Oh) So shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Yeah) Now I'm lying on the cold hard ground Oh, oh (Yeah) Trouble, trouble, trouble (Trouble) Oh, oh Trouble, trouble, trouble [Bridge] And the saddest fear Comes creeping in That you never loved me or her Or anyone, or anything, yeah [Chorus] I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Never been) 'Til you put me down, oh I knew you were trouble when you walked in (Knew it right there) So shame on me now (Knew it right there) Flew me to places I'd never been (Ooh) Now I'm lying on the cold hard ground Oh, oh Trouble, trouble, trouble (Oh) Oh, oh Trouble, trouble, trouble (Trouble) 'Cause I knew you were trouble when you walked in Trouble, trouble, trouble 'Cause I knew you were trouble when you walked in Trouble, trouble, trouble;Broken heart/Anger;spotify:track:0ciHz919LVKoH4zgxyMPZ9;0.00454;0.622;0.469;2.25e-06;0.0398;-6.798;0.0363;77.019;0.679
391;All Too Well;Pop Rock ;B-Side;327893;No;No;0;245.010.202;0;Red (Deluxe Edition);5;Pop;Compilation/Deluxe;22/10/2012;650.000;I walked through the door with you, the air was cold But something 'bout it felt like home somehow And I left my scarf there at your sister's house And you've still got it in your drawer, even now [Verse 2] Oh, your sweet disposition and my wide-eyed gaze We're singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days [Pre-Chorus] And I know it's long gone and That magic's not here no more And I might be okay, but I'm not fine at all Oh, oh, oh [Chorus] 'Caus? there we ar? again on that little town street You almost ran the red 'cause you were lookin' over at me Wind in my hair, I was there I remember it all too well [Verse 3] Photo album on the counter, your cheeks were turning red You used to be a little kid with glasses in a twin-sized bed And your mother's telling stories 'bout you on the tee-ball team You taught me 'bout your past, thinking your future was me [Pre-Chorus] And I know it's long gone and There was nothing else I could do And I forget about you long enough To forget why I needed to [Chorus] 'Cause there we are again in the middle of the night We're dancing 'round the kitchen in the refrigerator light Down the stairs, I was there I remember it all too well, yeah [Bridge] And maybe we got lost in translation Maybe I asked for too much But maybe this thing was a masterpiece 'Til you tore it all up Running scared, I was there I remember it all too well And you call me up again Just to break me like a promise So casually cruel in the name of being honest I'm a crumpled up piece of paper lying here 'Cause I remember it all, all, all Too well [Verse 4] Time won't fly, it's like I'm paralyzed by it I'd like to be my old self again, but I'm still trying to find it After plaid shirt days and nights when you made me your own Now you mail back my things and I walk home alone But you keep my old scarf from that very first week 'Cause it reminds you of innocence and it smells like me You can't get rid of it 'Cause you remember it all too well, yeah [Chorus] 'Cause there we are again when I loved you so Back before you lost the one real thing you've ever known It was rare, I was there I remember it all too well [Outro] Wind in my hair, you were there You remember it all Down the stairs, you were there You remember it all It was rare, I was there I remember it all too well;Broken heart/Sadness;spotify:track:1q3RiD1tIWUpGsNFADMlvl;0.0382;0.602;0.609;0.0002;0.127;-7.803;0.0243;93.06;0.337
392;22;Pop Rock ;Single;230133;No;No;0;383.038.883;0;Red (Deluxe Edition);6;Pop;Compilation/Deluxe;22/10/2012;650.000;It feels like a perfect night To dress up like hipsters And make fun of our exes Uh-uh, uh-uh It feels like a perfect night For breakfast at midnight To fall in love with strangers Uh-uh, uh-uh [Pre-Chorus] Yeah We're happy, free, confused, and lonely at the same time It's miserable and magical, oh yeah Tonight's the night when we forget about the deadlines It's time, oh-oh [Chorus] I don't know about you But I'm feelin' twenty-two Everything will be alright if You keep me next to you You don't know about me But I'll bet you want to Everything will b? alright if We just keep dancin' like we'r? Twenty-two Twenty-two [Verse 2] It seems like one of those nights This place is too crowded Too many cool kids Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew) It seems like one of those nights We ditch the whole scene And end up dreamin' Instead of sleepin' [Pre-Chorus] Yeah We're happy, free, confused, and lonely in the best way It's miserable and magical, oh, yeah Tonight's the night when we forget about the heartbreaks It's time, oh-oh [Chorus] (Hey) I don't know about you But I'm feelin' twenty-two Everything will be alright if (Ooh) You keep me next to you You don't know about me But I'll bet you want to Everything will be alright if (Alright) We just keep dancin' like we're Twenty-two (Oh, oh, oh, oh, oh) Twenty-two (I don't know about you) Twenty-two Twenty-two (Ooh) [Post-Chorus] It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleepin' It feels like one of those nights You look like bad news I gotta have you I gotta have you [Bridge] Ooh, oh Yeah, hey, yeah [Chorus] (Hey) I don't know about you (I don't know about you) But I'm feelin' twenty-two Everything will be alright if (Ooh, oh-oh) You keep me next to you You don't know about me (You don't know about me) But I'll bet you want to Everything will be alright if We just keep dancin' like we're (Dance like we're twenty-two) Twenty-two (Ooh, woah-oh-oh-oh) Twenty-two (Dancin' like) Twenty-two (Yeah, yeah) Twenty-two (Yeah, yeah, yeah) [Post-Chorus] It feels like one of those nights (Twenty-two) We ditch the whole scene It feels like one of those nights (Twenty-two) We won't be sleepin' It feels like one of those nights (Twenty-two) You look like bad news I gotta have you I gotta have you;Happiness;spotify:track:3bIxTsfeNMO7Nt2J3EUKrA;0.00215;0.658;0.729;0.0013;0.0752;-6.561;0.0378;104.007;0.668
393;I Almost Do;Country Pop;B-Side;242573;No;No;0;61.821.545;0;Red (Deluxe Edition);7;Pop;Compilation/Deluxe;22/10/2012;650.000;I bet this time of night, you're still up I bet you're tired from a long hard week I bet you're sittin' in your chair by the window Looking out at the city, and I bet Sometimes you wonder 'bout me [Chorus] And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do [Verse 2] I bet you think I either moved on or hate you 'Cause each time you reach out, there's no reply I bet it never, ever occurred to you That I can't say hello to you and risk another goodbye [Chorus] And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do [Bridge] Oh, we made quite a mess, babe It's probably better off this way And I confess, baby In my dreams, you're touching my face And asking me if I wanna try again with you And I almost do [Chorus] And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do [Outro] I bet this time of night, you're still up I bet you're tired from a long hard week I bet you're sittin' in your chair by the window Looking out at the city, and I hope Sometimes you wonder 'bout me;Broken heart/Sadness;spotify:track:31pEV5lPJi7btskZoUr2yu;0.0173;0.567;0.481;4.13e-05;0.182;-7.357;0.027;145.865;0.233
394;We Are Never Ever Getting Back Together;Pop;Single;191880;No;No;0;657.308.948;0;Red (Deluxe Edition);8;Pop;Compilation/Deluxe;22/10/2012;650.000;"I remember when we broke up The first time, sayin',""This is it, I've had enough"" 'Cause, like, we hadn't seen each other in a month When you said you needed space (What?) Then you come around again and say ""Baby, I miss you and I swear I'm gonna change"" ""Trust me,"" remember how that lasted for a day? I say,""I hate you,"" we break up, you call me,""I love you"" [Pre-Chorus] Ooh, ooh-ooh-ooh-ooh We called it off again last night, but Ooh, ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you [Chorus] We are never, ev?r, ever getting back tog?ther We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together [Post-Chorus] Like, ever [Verse 2] I'm really gonna miss you picking fights And me falling for it, screaming that I'm right And you would hide away and find your peace of mind With some indie record that's much cooler than mine [Pre-Chorus] Ooh, ooh-ooh-ooh-ooh You called me up again tonight, but Ooh, ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you [Chorus] We (We) are never, ever, ever getting back together We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever getting back together [Post-Chorus] Ooh, ooh-ooh-ooh-ooh (Yeah) Ooh, ooh-ooh-ooh-ooh-ooh (Yeah) Ooh, ooh-ooh-ooh-ooh (Yeah) Oh [Bridge] I used to think that we were forever, ever And I used to say,""Never say never"" Ugh, so he calls me up and he's like,""I still love you"" And I'm, like, I'm just, I mean, this is exhausting, you know? Like, we are never getting back together Like, ever (No) [Chorus] We are never, ever, ever getting back together We are never, ever, ever (Ooh) getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together [Outro] We (Ooh, ooh-ooh-ooh-ooh) No, getting back together (Ooh, ooh-ooh-ooh-ooh) We (Ooh-ooh-ooh-ooh-ooh) Oh, getting back together, yeah (Ooh, ooh-ooh-ooh-ooh) You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever getting back together";Broken heart/Anger;spotify:track:1OYARuagDrpgNNQ4loO1Cs;0.00957;0.628;0.676;2.65e-05;0.102;-5.911;0.0916;85.984;0.75
